window,algorithm,trial,timesteps,learning_rate,seed,train_time_sec,cumulative_return,ann_return,ann_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,n_trading_days,mean_daily_turnover
2,DQN,8,500000,0.0012269094337937,972549,194.4,31.33,7.08,17.25,0.4104,0.5371,-27.36,0.2587,52.99,1004,0.1658
2,DQN,9,250000,4.894618217269636e-05,329553,98.2,16.16,3.83,18.17,0.2108,0.2822,-24.9,0.1539,53.39,1004,0.3272
2,DQN,10,1000000,1.3831244152570437e-05,312942,387.0,17.09,4.04,19.81,0.2039,0.2778,-29.03,0.1391,53.49,1004,0.1653
2,DQN,11,250000,1.949310724184777e-05,522167,98.9,28.56,6.51,18.76,0.347,0.4561,-27.43,0.2373,55.18,1004,0.1819
2,DQN,12,1000000,0.0035797288184703,306225,395.2,37.38,8.3,18.94,0.4381,0.5894,-31.24,0.2656,53.39,1004,0.0988
2,DQN,13,1000000,0.0055275350710725,197208,389.3,71.3,14.46,18.02,0.8027,1.0353,-23.31,0.6204,55.58,1004,0.0
2,DQN,14,1000000,7.327768538279651e-05,366880,379.1,29.93,6.79,18.36,0.37,0.4919,-22.98,0.2956,54.08,1004,0.2751
2,DQN,15,500000,1.5860084045321406e-05,590847,191.2,38.08,8.44,17.49,0.4824,0.6312,-24.86,0.3394,55.18,1004,0.1447
2,PPO,1,500000,0.0001571248126885,838457,166.6,67.1,13.75,18.18,0.7567,0.9757,-23.62,0.5823,56.08,1004,0.0881
2,PPO,2,500000,0.0007483777249842,314160,157.6,65.44,13.47,18.02,0.7475,0.9592,-24.94,0.54,55.98,1004,0.0163
2,PPO,3,1000000,0.0004651252153946,361519,313.0,59.21,12.38,18.66,0.6634,0.8568,-25.82,0.4795,55.38,1004,0.05
2,PPO,4,500000,0.0026177782389024,982030,169.6,84.32,16.59,18.95,0.8756,1.1251,-24.41,0.6795,56.57,1004,0.0007
2,PPO,5,500000,6.20870917760126e-05,22894,187.5,62.49,12.96,18.19,0.7122,0.9222,-23.65,0.5478,54.88,1004,0.0559
2,PPO,6,250000,0.0002402899531467,902385,80.5,52.12,11.1,18.02,0.6163,0.7934,-23.97,0.4632,55.08,1004,0.0831
2,PPO,7,1000000,0.0001886177161405,164187,311.3,53.54,11.36,18.38,0.6183,0.803,-23.49,0.4837,55.28,1004,0.1919
2,PPO,8,1000000,0.0023292937561748,651740,307.8,80.51,15.98,18.11,0.8825,1.1414,-22.14,0.7217,55.98,1004,0.0006
2,PPO,9,500000,1.1351140482137804e-05,574272,150.7,71.5,14.5,18.11,0.8006,1.0332,-23.48,0.6175,55.48,1004,0.0035
2,PPO,10,250000,0.0024651656346884,167194,76.3,70.96,14.41,18.12,0.7952,1.0333,-22.81,0.6317,56.57,1004,0.0008
2,PPO,11,500000,1.6236153231649176e-05,240372,151.8,71.29,14.46,17.99,0.8038,1.0354,-23.16,0.6244,55.48,1004,0.0069
2,PPO,12,1000000,1.6270855845945585e-05,779301,312.5,63.79,13.18,17.8,0.7406,0.9595,-23.44,0.5625,54.78,1004,0.0121
2,PPO,13,1000000,0.0059937826310935,78446,302.8,64.52,13.31,18.24,0.7299,0.9433,-23.79,0.5596,55.58,1004,0.0006
2,PPO,14,1000000,0.0001320069190555,196707,300.3,47.35,10.22,18.05,0.5662,0.734,-23.58,0.4334,54.28,1004,0.1148
2,PPO,15,1000000,5.8563055936787633e-05,529008,298.8,51.05,10.91,18.26,0.5972,0.7768,-24.53,0.4446,55.28,1004,0.121
3,DQN,1,250000,6.477115769042774e-05,840506,98.2,108.82,20.3,19.17,1.0589,1.3636,-24.86,0.8167,56.87,1004,0.2003
3,DQN,2,250000,1.722376630826443e-05,443154,95.8,128.42,23.04,18.41,1.2516,1.5944,-22.98,1.0025,56.37,1004,0.1461
3,DQN,3,250000,0.0008072245760183,679315,98.1,83.95,16.53,18.87,0.8762,1.1345,-24.83,0.6658,56.47,1004,0.2333
3,DQN,4,1000000,0.0002350073377472,548786,404.0,94.89,18.23,19.49,0.9357,1.1774,-24.61,0.7409,56.47,1004,0.3039
3,DQN,5,1000000,0.000373938441576,877240,406.2,31.78,7.17,20.15,0.356,0.467,-34.26,0.2094,52.69,1004,0.4332
3,DQN,6,500000,0.0007803428007362,943735,181.1,75.68,15.19,19.52,0.7784,0.9737,-32.5,0.4674,56.37,1004,0.3604
3,DQN,7,1000000,7.258868463208421e-05,555432,386.7,72.83,14.72,19.04,0.7732,0.9783,-27.98,0.526,55.58,1004,0.2377
3,DQN,8,1000000,0.0002923198589635,196891,396.3,104.15,19.62,18.56,1.0571,1.3363,-21.7,0.9043,56.57,1004,0.2476
3,DQN,9,500000,9.429882825066036e-05,554793,179.2,111.32,20.66,18.36,1.1249,1.4318,-22.46,0.9198,56.37,1004,0.1154
3,DQN,10,1000000,0.0038768783678286,496542,355.6,137.48,24.25,17.17,1.4123,1.7999,-21.87,1.1086,57.17,1004,0.0236
3,DQN,11,500000,0.0001887696779858,295369,180.9,94.98,18.25,18.34,0.995,1.2486,-23.75,0.7683,57.07,1004,0.235
3,DQN,12,500000,0.0009147835000373,631570,192.7,69.33,14.13,18.28,0.773,1.0128,-22.29,0.6339,55.78,1004,0.3992
3,DQN,13,500000,0.0003112409825855,743417,180.3,51.67,11.02,18.29,0.6026,0.789,-24.52,0.4495,55.38,1004,0.2292
3,DQN,14,1000000,0.0006934566676219,95265,355.3,136.26,24.09,19.27,1.2498,1.6531,-22.2,1.0847,55.58,1004,0.3691
3,DQN,15,500000,0.0001314508058795,103080,193.2,90.72,17.59,18.52,0.9501,1.2166,-23.39,0.752,56.27,1004,0.1789
3,PPO,1,1000000,0.0028307779033093,425955,310.3,166.3,27.87,19.25,1.4478,1.841,-25.01,1.1143,58.17,1004,0.0007
3,PPO,2,500000,0.0004079142951435,235976,149.4,137.89,24.3,18.17,1.3373,1.6994,-22.57,1.0764,57.37,1004,0.0692
3,PPO,3,250000,0.0026745486371968,120787,75.6,184.46,30.0,19.9,1.5081,1.949,-23.66,1.2682,57.67,1004,0.0008
3,PPO,4,1000000,0.0018494978401387,465312,303.2,153.16,26.26,18.25,1.4388,1.846,-24.26,1.082,56.97,1004,0.0008
3,PPO,5,250000,3.245733485484999e-05,424136,76.9,158.11,26.87,18.59,1.4451,1.8324,-23.63,1.1372,56.87,1004,0.0128
3,PPO,6,500000,0.0006005626332692,485804,150.8,143.94,25.09,18.15,1.382,1.7625,-23.97,1.0467,57.17,1004,0.0012
3,PPO,7,500000,0.001348476945007,571657,154.0,160.72,27.19,19.01,1.4306,1.8167,-24.94,1.0901,57.77,1004,0.0004
3,PPO,8,500000,0.0022380956055202,814482,153.2,169.09,28.2,19.43,1.4514,1.864,-24.73,1.1403,56.77,1004,0.0006
3,PPO,9,1000000,0.0002232818470322,916826,299.3,156.97,26.73,18.75,1.4254,1.8192,-23.25,1.1499,57.27,1004,0.1038
3,PPO,10,500000,0.0013884268584424,597266,151.6,154.88,26.47,18.48,1.4323,1.816,-22.92,1.155,56.77,1004,0.0004
3,PPO,11,250000,0.0045000200617715,459684,74.7,148.05,25.61,18.99,1.3489,1.7257,-24.87,1.03,55.78,1004,0.0009
3,PPO,12,1000000,0.0001111187004751,880261,304.1,129.79,23.22,18.91,1.2282,1.5562,-25.97,0.8941,56.47,1004,0.0681
3,PPO,13,500000,0.008577446585011,174177,153.1,159.13,27.0,18.15,1.4871,1.8776,-21.32,1.2662,58.67,1004,0.0007
3,PPO,14,1000000,0.007878878754576,519504,299.7,169.5,28.25,18.87,1.4974,1.9237,-24.35,1.1602,56.77,1004,0.0007
3,PPO,15,500000,0.0001331510839889,711714,151.9,164.76,27.68,18.79,1.4735,1.8756,-24.31,1.1385,57.47,1004,0.0756
4,DQN,1,1000000,0.0057962301983773,468832,383.6,167.95,28.04,24.13,1.1621,1.3657,-30.75,0.9119,58.61,1005,0.0016
4,DQN,2,1000000,3.4107555294539e-05,531619,382.7,139.78,24.52,25.49,0.9618,1.1465,-32.14,0.763,56.72,1005,0.1539
4,DQN,3,250000,1.8194134032079884e-05,782855,97.4,166.53,27.87,24.15,1.154,1.3621,-30.75,0.9063,58.61,1005,0.0495
4,DQN,4,500000,1.0200436482432428e-05,470726,192.9,101.63,19.23,25.27,0.7608,0.9116,-30.75,0.6253,56.32,1005,0.2023
4,DQN,5,1000000,0.0002834773005599,970222,415.8,128.19,22.98,26.33,0.8727,1.0213,-35.75,0.6428,56.72,1005,0.2555
4,DQN,6,500000,2.333785756862117e-05,715691,200.9,132.06,23.5,26.7,0.8803,0.9914,-40.47,0.5807,56.42,1005,0.1569
4,DQN,7,1000000,2.1992552197096936e-05,556537,410.5,96.06,18.39,29.94,0.6143,0.7041,-42.45,0.4332,56.92,1005,0.2075
4,DQN,8,1000000,0.0046737350842281,446528,380.0,173.74,28.72,25.28,1.1362,1.3236,-33.49,0.8578,57.41,1005,0.0032
4,DQN,9,1000000,0.0005083597713339,744117,385.8,115.57,21.24,29.6,0.7175,0.8366,-42.84,0.4958,55.32,1005,0.2205
4,DQN,10,500000,0.0090280648437138,860231,205.5,168.46,28.1,24.46,1.1485,1.3933,-32.36,0.8681,56.72,1005,0.0056
4,DQN,11,1000000,0.0004758724533824,392076,412.4,101.7,19.24,25.58,0.7519,0.8954,-34.13,0.5636,55.12,1005,0.3081
4,DQN,12,500000,7.235202229868448e-05,692613,196.4,154.29,26.37,24.88,1.0598,1.2383,-33.35,0.7907,57.21,1005,0.1301
4,DQN,13,500000,0.005221678439781,388905,191.6,139.64,24.5,25.02,0.9792,1.1414,-32.93,0.744,56.52,1005,0.1032
4,DQN,14,500000,0.0003014696323403,785181,206.2,102.18,19.31,28.09,0.6872,0.7794,-42.83,0.4507,56.52,1005,0.2592
4,DQN,15,250000,1.047200986375038e-05,846496,97.7,133.94,23.75,23.25,1.0217,1.2147,-32.59,0.7288,57.91,1005,0.0813
4,PPO,1,1000000,0.0002479159868128,250401,314.4,147.31,25.49,25.48,1.0004,1.1594,-32.51,0.784,57.01,1005,0.1076
4,PPO,2,500000,0.0004856386067212,328434,156.6,197.66,31.46,25.63,1.2276,1.4559,-31.18,1.0088,57.31,1005,0.027
4,PPO,3,1000000,7.955241082210928e-05,595941,310.5,166.63,27.88,25.58,1.09,1.2682,-33.39,0.835,57.71,1005,0.0803
4,PPO,4,250000,0.0001000553831178,564836,77.1,172.5,28.58,25.54,1.1189,1.3146,-33.13,0.8625,56.72,1005,0.0333
4,PPO,5,500000,0.0006842843257268,198045,152.1,175.28,28.91,25.42,1.137,1.3224,-34.24,0.8442,57.11,1005,0.0028
4,PPO,6,1000000,2.839272846962572e-05,436546,305.6,160.91,27.18,25.16,1.0803,1.2711,-33.07,0.822,56.82,1005,0.0308
4,PPO,7,250000,0.0003752532415415,210810,76.0,163.62,27.51,25.71,1.0703,1.2537,-32.37,0.85,56.72,1005,0.0919
4,PPO,8,250000,0.0001339532288417,365786,78.0,170.17,28.3,25.1,1.1274,1.3087,-32.75,0.8643,57.71,1005,0.0322
4,PPO,9,250000,6.327654373659924e-05,827949,77.0,163.37,27.48,25.36,1.0838,1.2775,-32.47,0.8463,56.92,1005,0.0279
4,PPO,10,1000000,4.242351917249323e-05,720637,309.6,179.93,29.45,25.37,1.161,1.3567,-33.6,0.8765,57.31,1005,0.0659
4,PPO,11,1000000,2.2792459567323752e-05,921946,314.3,175.86,28.97,25.7,1.1274,1.3175,-33.4,0.8675,57.51,1005,0.0283
4,PPO,12,250000,0.0003946489289863,757832,76.9,143.61,25.02,24.45,1.0232,1.1896,-32.41,0.7718,56.22,1005,0.0872
4,PPO,13,1000000,0.000269973345437,116270,307.2,160.29,27.11,25.2,1.0759,1.2842,-30.84,0.8791,56.72,1005,0.1373
4,PPO,14,250000,0.0002697185350797,427822,76.5,173.74,28.72,25.81,1.1129,1.2991,-33.63,0.8541,57.91,1005,0.0746
4,PPO,15,250000,0.0003367780890549,663723,77.9,164.7,27.64,25.13,1.0999,1.288,-31.76,0.8704,56.72,1005,0.072
5,DQN,1,250000,0.0024200375582432,327472,88.0,90.29,17.49,26.95,0.6488,0.8162,-33.4,0.5236,55.27,1006,0.2322
5,DQN,2,500000,0.0006699376970333,290259,176.1,126.9,22.78,25.59,0.8903,1.1188,-33.55,0.6791,54.87,1006,0.1262
5,DQN,3,250000,0.0003566315062503,833123,84.2,237.35,35.61,27.23,1.3078,1.7406,-32.23,1.1048,54.27,1006,0.2927
5,DQN,4,1000000,0.008125534680276,447331,372.8,168.63,28.09,24.96,1.1253,1.3881,-31.61,0.8887,55.67,1006,0.001
5,DQN,5,500000,0.0002233907046814,699436,176.2,138.51,24.33,27.32,0.8904,1.166,-33.05,0.7362,53.28,1006,0.192
5,DQN,6,500000,0.001902389704479,841742,182.5,118.44,21.62,26.42,0.8182,1.0226,-34.38,0.6288,54.67,1006,0.1047
5,DQN,7,1000000,0.0001802432441087,67457,350.8,134.61,23.81,27.5,0.8661,1.0895,-34.91,0.6821,54.17,1006,0.2572
5,DQN,8,500000,6.53501271689887e-05,338491,191.1,71.95,14.54,26.64,0.5459,0.6961,-33.86,0.4295,53.78,1006,0.3454
5,DQN,9,500000,0.0028192591792176,734362,179.6,134.05,23.74,25.47,0.9322,1.1424,-31.85,0.7453,55.07,1006,0.1984
5,DQN,10,1000000,0.0001127325177643,450618,361.6,122.71,22.21,26.52,0.8375,1.075,-30.36,0.7315,55.07,1006,0.2628
5,DQN,11,250000,0.005614346182437,642665,90.7,151.47,25.99,25.47,1.0202,1.2866,-30.54,0.851,56.06,1006,0.0379
5,DQN,12,500000,6.582715816119606e-05,690074,177.0,102.21,19.29,26.41,0.7304,0.8728,-37.46,0.5149,54.27,1006,0.1872
5,DQN,13,500000,0.0056968958614287,193103,175.5,174.06,28.73,26.17,1.0979,1.3544,-32.19,0.8925,55.86,1006,0.0248
5,DQN,14,500000,1.8284416937433783e-05,48202,176.1,83.78,16.47,26.05,0.6321,0.778,-33.16,0.4966,54.47,1006,0.2145
5,DQN,15,250000,0.0003979245767323,899915,85.5,105.81,19.82,27.82,0.7124,0.9159,-34.07,0.5818,53.98,1006,0.3206
5,PPO,1,500000,0.0083876396226086,501018,153.2,158.08,26.81,26.98,0.9935,1.2294,-32.16,0.8337,56.06,1006,0.0008
5,PPO,2,250000,0.0037540683605794,744432,74.8,152.53,26.12,26.02,1.0036,1.2529,-33.75,0.7739,55.17,1006,0.0008
5,PPO,3,250000,6.078454674508333e-05,615641,75.3,172.65,28.56,26.65,1.0716,1.3356,-33.01,0.8654,55.27,1006,0.0203
5,PPO,4,250000,0.0004285836029269,147038,76.2,142.0,24.78,26.45,0.9368,1.1592,-32.94,0.7522,55.07,1006,0.0771
5,PPO,5,250000,1.01780732255038e-05,347564,75.8,167.37,27.94,26.59,1.0508,1.3037,-32.89,0.8493,55.86,1006,0.0032
5,PPO,6,250000,4.545003194416343e-05,327429,76.9,160.05,27.05,26.14,1.0346,1.2835,-32.66,0.8281,55.47,1006,0.0276
5,PPO,7,500000,1.2685737794271704e-05,918358,151.5,161.06,27.17,26.34,1.0317,1.2783,-32.56,0.8345,55.07,1006,0.005
5,PPO,8,500000,0.0010398373937997,262256,154.3,161.63,27.24,26.41,1.0313,1.2902,-33.1,0.8231,54.57,1006,0.0005
5,PPO,9,250000,7.15201223042893e-05,11336,76.2,150.12,25.82,26.53,0.9731,1.2128,-33.41,0.7728,55.07,1006,0.0295
5,PPO,10,250000,0.0028288783230857,813630,76.1,189.34,30.49,25.88,1.178,1.4564,-31.97,0.9537,56.36,1006,0.0007
5,PPO,11,250000,0.0058786571518285,714296,74.8,184.61,29.95,26.99,1.1097,1.3833,-33.05,0.9062,56.66,1006,0.0008
5,PPO,12,1000000,0.0053638754711512,301,300.5,176.05,28.96,26.0,1.114,1.3563,-33.41,0.8669,56.06,1006,0.0006
5,PPO,13,500000,0.0001880440882768,714661,151.3,131.28,23.37,25.98,0.8998,1.1156,-34.48,0.6779,54.08,1006,0.1164
5,PPO,14,1000000,2.844718456241788e-05,411028,300.2,157.54,26.74,26.28,1.0174,1.2767,-31.82,0.8403,55.37,1006,0.0396
5,PPO,15,1000000,0.0006552573032013,179057,300.5,178.74,29.28,26.12,1.1209,1.371,-32.45,0.9023,56.96,1006,0.0139
6,DQN,1,500000,0.0010391876576319,773921,199.2,64.47,13.27,29.75,0.4461,0.5646,-40.85,0.325,52.98,1006,0.3071
6,DQN,2,500000,0.0001207380445667,293590,196.6,76.04,15.22,32.18,0.473,0.615,-43.03,0.3537,51.69,1006,0.1887
6,DQN,3,250000,0.0025838234663106,69639,91.2,76.9,15.36,29.63,0.5184,0.7222,-32.66,0.4703,52.39,1006,0.2113
6,DQN,4,500000,0.0076751978388452,464610,179.6,113.13,20.87,28.18,0.7405,0.9828,-32.94,0.6336,53.38,1006,0.0032
6,DQN,5,500000,0.0004650967695729,682281,185.2,61.15,12.7,31.1,0.4082,0.5166,-40.75,0.3115,52.78,1006,0.2868
6,DQN,6,250000,0.0003284998396075,412798,87.6,48.22,10.36,28.97,0.3577,0.4803,-36.87,0.281,51.99,1006,0.3072
6,DQN,7,1000000,1.292729150950075e-05,767586,361.6,68.63,13.98,29.84,0.4686,0.6305,-34.45,0.4059,52.58,1006,0.177
6,DQN,8,250000,1.819958263383297e-05,719638,88.1,67.59,13.81,27.72,0.4982,0.6438,-36.74,0.3758,52.49,1006,0.2085
6,DQN,9,250000,0.0018984442829613,29783,93.4,52.43,11.14,32.58,0.3418,0.4449,-39.76,0.2801,52.29,1006,0.259
6,DQN,10,250000,0.0006225369264857,812608,87.4,24.79,5.7,30.92,0.1844,0.2316,-43.46,0.1312,53.18,1006,0.2259
6,DQN,11,250000,0.000606647639021,596482,95.2,53.02,11.24,31.87,0.3528,0.4525,-41.63,0.2701,52.88,1006,0.2325
6,DQN,12,1000000,2.767933631478112e-05,35609,376.7,100.28,19.0,28.62,0.664,0.9177,-33.57,0.566,52.39,1006,0.1911
6,DQN,13,1000000,0.0010003193205986,811012,357.7,71.22,14.42,28.57,0.5047,0.6855,-34.46,0.4185,52.19,1006,0.2784
6,DQN,14,500000,0.000271627416761,734114,183.2,45.64,9.88,27.03,0.3654,0.4845,-33.01,0.2992,52.88,1006,0.1863
6,DQN,15,250000,0.000168551808364,777114,91.6,103.98,19.55,27.18,0.7193,0.9637,-30.71,0.6366,53.98,1006,0.1157
6,PPO,1,500000,7.733426152746267e-05,414885,151.4,103.89,19.54,27.96,0.6988,0.9258,-32.92,0.5935,54.17,1006,0.041
6,PPO,2,1000000,2.576903351315548e-05,322054,298.8,109.83,20.4,28.13,0.7251,0.9537,-33.26,0.6134,53.88,1006,0.0134
6,PPO,3,250000,0.0002121587860099,79525,78.3,99.55,18.89,28.42,0.6647,0.8869,-33.61,0.5622,52.78,1006,0.076
6,PPO,4,1000000,0.0001683299506549,967187,305.8,93.0,17.9,28.0,0.6395,0.8484,-32.84,0.5452,53.78,1006,0.0765
6,PPO,5,1000000,6.976572745121807e-05,860614,309.7,99.64,18.91,28.86,0.6552,0.8733,-33.98,0.5565,52.98,1006,0.0758
6,PPO,6,500000,0.0001400401635719,517005,156.5,99.0,18.81,28.1,0.6695,0.8866,-33.6,0.56,52.98,1006,0.0677
6,PPO,7,250000,0.0023225861491478,821022,75.6,136.29,24.04,29.51,0.8144,1.0859,-32.9,0.7307,54.47,1006,0.0007
6,PPO,8,250000,0.0023620262253543,77419,75.2,113.31,20.9,29.16,0.7167,0.9618,-33.6,0.622,52.98,1006,0.0008
6,PPO,9,1000000,1.882659328037308e-05,551445,300.2,107.54,20.07,28.88,0.6949,0.9206,-34.25,0.5859,53.58,1006,0.0134
6,PPO,10,500000,2.185473330048864e-05,958223,149.3,101.43,19.17,28.21,0.6796,0.8984,-33.73,0.5684,54.17,1006,0.0129
6,PPO,11,500000,0.0003368152779357,439380,148.9,114.57,21.08,28.45,0.7408,0.9906,-33.12,0.6364,52.98,1006,0.0522
6,PPO,12,500000,3.250806616852211e-05,524863,149.7,107.61,20.08,27.83,0.7216,0.9534,-33.09,0.6068,53.28,1006,0.0174
6,PPO,13,250000,0.0003355672834904,650860,75.0,90.81,17.57,28.22,0.6226,0.8206,-33.93,0.5179,53.38,1006,0.0521
6,PPO,14,1000000,0.0003114103920524,420633,302.7,89.63,17.39,28.74,0.6049,0.7915,-34.39,0.5055,54.47,1006,0.0587
6,PPO,15,1000000,0.0026191045428387,918083,298.9,126.24,22.69,29.12,0.7792,1.0439,-33.68,0.6739,53.58,1006,0.0006
